Student_ID,Gender,Age,Education,CGPA,Internships,Year,Hostel,Projects,Letter_of_Recommendation,Specialization,On/Off Campus,Package(LPA),HistoryOfBacklogs,Placement_Status
20535,Male,26,Bachelor,7.92,0,2020,Not Opted,0,Yes,Electrical,On Campus,0,3,Not Placed
20536,Female,27,Bachelor,,1,2023,Opted,1,Yes,Information Technology,Off Campus,492753,0,Placed
20537,Female,26,Master,6.77,1,2019,Opted,4,No,Computer Science,Off Campus,741689,0,Placed
20538,Male,26,Bachelor,5.26,4,2018,Opted,1,No,Mechanical,Off Campus,0,4,Not Placed
20539,Male,25,Master,5.16,2,2019,Opted,5,No,Computer Science,Off Campus,318278,1,Placed
20540,Female,25,Bachelor,7.12,2,2022,Opted,1,Yes,Information Technology,On Campus,0,3,Not Placed
20541,Male,22,Bachelor,5.42,0,2018,Not Opted,0,No,Mechanical,On Campus,425253,1,Placed
20542,Female,27,Bachelor,8.03,3,2019,Opted,5,No,Information Technology,On Campus,850831,1,Placed
20543,Male,28,Master,9.4,0,2019,Not Opted,4,No,Electrical,On Campus,0,4,Not Placed
20544,Female,21,Bachelor,9.41,1,2021,Opted,4,Yes,Computer Science,On Campus,0,3,Not Placed
20545,Male,27,Bachelor,8.3,1,2022,Opted,2,No,Electronics,On Campus,0,4,Not Placed
20546,Female,25,Master,6.06,2,2023,Not Opted,5,Yes,Information Technology,Off Campus,0,4,Not Placed
20547,Male,24,Master,,3,2021,Opted,2,Yes,Electronics,On Campus,468159,0,Placed
20548,Female,24,Master,9.43,4,2018,Opted,2,No,Computer Science,On Campus,0,4,Not Placed
20549,Female,26,Master,5.98,3,2023,Opted,0,No,Information Technology,On Campus,445221,2,Placed
20550,Male,27,Bachelor,8.69,1,2021,Opted,1,No,Electronics,Off Campus,0,3,Not Placed
20551,Male,21,Bachelor,6.43,4,2022,Not Opted,4,Yes,Civil,On Campus,592963,0,Placed
20552,Female,26,Bachelor,9.01,3,2020,Opted,4,Yes,Computer Science,Off Campus,0,3,Not Placed
20553,Male,27,Bachelor,9.99,3,2020,Opted,1,Yes,Electronics,On Campus,726344,0,Placed
20554,Female,27,Bachelor,5.15,4,2018,Not Opted,4,No,Information Technology,On Campus,454770,2,Placed
20555,Male,26,Master,9.49,1,2020,Not Opted,1,Yes,Electrical,On Campus,0,4,Not Placed
20556,Female,23,Bachelor,8.11,3,2021,Opted,5,No,Computer Science,Off Campus,252832,0,Placed
20557,Female,27,Bachelor,9.87,4,2018,Opted,0,No,Electrical,Off Campus,242771,0,Placed
20558,Female,27,Bachelor,7.33,1,2023,Not Opted,0,No,Information Technology,On Campus,297421,0,Placed
20559,Female,24,Master,9.24,4,2022,Opted,0,Yes,Information Technology,On Campus,377587,2,Placed
20560,Female,29,Master,5.31,4,2018,Not Opted,1,Yes,Computer Science,On Campus,0,3,Not Placed
20561,Female,26,Bachelor,6.68,3,2023,Opted,1,Yes,Computer Science,Off Campus,672194,2,Placed
20562,Male,26,Master,5.34,1,2018,Not Opted,3,No,Mechanical,Off Campus,502295,0,Placed
20563,Male,24,Master,9.88,3,2019,Not Opted,4,Yes,Civil,On Campus,856989,0,Placed
20564,Male,24,Master,9.08,0,2019,Not Opted,4,Yes,Electronics,Off Campus,0,4,Not Placed
20565,Female,30,Master,9.26,0,2018,Opted,3,No,Computer Science,Off Campus,821141,2,Placed
20566,Female,28,Master,9.69,1,2020,Opted,3,No,Information Technology,Off Campus,813720,2,Placed
20567,Female,24,Master,,4,2019,Opted,0,Yes,Electronics,Off Campus,490299,1,Placed
20568,Female,24,Master,6.93,3,2022,Opted,3,No,Civil,On Campus,0,3,Not Placed
20569,Male,22,Bachelor,5.36,3,2023,Not Opted,1,Yes,Information Technology,On Campus,349360,1,Placed
20570,Male,21,Bachelor,6.05,1,2021,Not Opted,2,No,Electronics,Off Campus,512732,1,Placed
20571,Female,24,Master,6.15,1,2019,Not Opted,1,No,Civil,Off Campus,0,3,Not Placed
20572,Male,27,Bachelor,7.35,0,2018,Opted,3,Yes,Mechanical,Off Campus,0,4,Not Placed
20573,Male,21,Bachelor,6.34,2,2020,Opted,4,No,Computer Science,On Campus,0,4,Not Placed
20574,Female,24,Master,5.5,1,2021,Opted,1,No,Computer Science,On Campus,0,3,Not Placed
20575,Male,27,Bachelor,5.84,2,2023,Not Opted,4,No,Information Technology,Off Campus,0,3,Not Placed
20576,Female,26,Master,5.74,1,2023,Opted,1,Yes,Electrical,Off Campus,471767,2,Placed
20577,Male,27,Master,9.87,4,2019,Opted,4,No,Computer Science,Off Campus,417544,2,Placed
20578,Female,24,Master,8.8,4,2023,Not Opted,5,No,Computer Science,Off Campus,516859,2,Placed
20579,Female,26,Bachelor,9.84,0,2023,Not Opted,1,Yes,Electronics,On Campus,468267,2,Placed
20580,Female,27,Bachelor,7.2,0,2020,Opted,4,Yes,Information Technology,On Campus,465205,0,Placed
20581,Female,27,Bachelor,6.39,2,2020,Not Opted,2,No,Information Technology,On Campus,306393,0,Placed
20582,Male,27,Bachelor,8.99,1,2020,Opted,0,No,Electrical,On Campus,0,4,Not Placed
20583,Female,24,Master,6.63,3,2018,Not Opted,1,No,Electrical,On Campus,501239,0,Placed
20584,Female,24,Master,6.5,0,2023,Not Opted,2,Yes,Electronics,On Campus,390690,0,Placed
20585,Female,27,Bachelor,6.16,3,2023,Not Opted,0,No,Computer Science,Off Campus,805731,2,Placed
20586,Male,27,Master,,3,2023,Opted,1,Yes,Electronics,Off Campus,580149,2,Placed
20587,Female,24,Master,6.28,1,2022,Opted,2,Yes,Electrical,On Campus,0,3,Not Placed
20588,Male,27,Bachelor,6.78,2,2020,Opted,2,No,Computer Science,On Campus,285141,2,Placed
20589,Female,24,Master,8.37,1,2021,Not Opted,5,No,Electronics,On Campus,0,3,Not Placed
20590,Male,26,Bachelor,5.31,0,2019,Not Opted,2,Yes,Information Technology,Off Campus,0,3,Not Placed
20591,Male,29,Master,6.05,3,2021,Not Opted,5,No,Information Technology,Off Campus,893192,0,Placed
20592,Female,26,Bachelor,9.05,1,2018,Not Opted,3,No,Information Technology,Off Campus,864805,2,Placed
20593,Male,29,Master,5.73,1,2018,Opted,4,Yes,Information Technology,Off Campus,364562,0,Placed
20594,Female,27,Master,6.71,1,2023,Opted,0,No,Information Technology,On Campus,754055,2,Placed
20595,Female,27,Bachelor,9.32,0,2021,Opted,4,Yes,Electronics,Off Campus,246057,0,Placed
20596,Female,22,Bachelor,5.77,2,2023,Not Opted,4,No,Computer Science,On Campus,411818,0,Placed
20597,Male,27,Bachelor,5.41,1,2022,Not Opted,5,Yes,Civil,Off Campus,420767,0,Placed
20598,Male,27,Bachelor,7.42,0,2018,Opted,4,Yes,Electrical,Off Campus,0,4,Not Placed
20599,Female,24,Master,6.51,3,2018,Not Opted,2,No,Computer Science,Off Campus,548899,0,Placed
20600,Female,24,Master,7.82,4,2021,Opted,5,Yes,Computer Science,Off Campus,367659,1,Placed
20601,Male,27,Bachelor,9.02,0,2018,Not Opted,4,Yes,Electrical,On Campus,465508,1,Placed
20602,Female,24,Master,5.69,4,2022,Not Opted,5,No,Electrical,On Campus,713993,1,Placed
20603,Female,24,Bachelor,7.9,1,2022,Opted,3,No,Computer Science,On Campus,0,3,Not Placed
20604,Female,26,Bachelor,7.53,1,2022,Opted,5,No,Computer Science,On Campus,710684,0,Placed
20605,Male,30,Master,5.72,0,2019,Not Opted,1,Yes,Electronics,On Campus,801303,1,Placed
20606,Male,26,Master,8.12,4,2022,Opted,2,Yes,Computer Science,On Campus,0,3,Not Placed
20607,Male,27,Bachelor,,1,2022,Opted,0,Yes,Mechanical,On Campus,595668,1,Placed
20608,Female,23,Bachelor,7.44,3,2019,Not Opted,1,No,Electrical,Off Campus,549352,2,Placed
20609,Female,27,Bachelor,5.41,2,2023,Not Opted,1,Yes,Information Technology,On Campus,0,4,Not Placed
20610,Female,30,Master,,2,2020,Not Opted,1,Yes,Information Technology,Off Campus,705027,0,Placed
20611,Male,24,Master,6.53,1,2018,Opted,4,No,Computer Science,On Campus,0,4,Not Placed
20612,Female,26,Master,9.11,4,2022,Not Opted,5,Yes,Electronics,Off Campus,0,4,Not Placed
20613,Female,27,Master,5.28,1,2018,Not Opted,5,No,Computer Science,On Campus,354125,2,Placed
20614,Female,27,Bachelor,7.09,4,2021,Not Opted,4,No,Information Technology,Off Campus,980912,2,Placed
20615,Female,23,Bachelor,7.29,3,2018,Not Opted,2,No,Electrical,On Campus,853310,2,Placed
20616,Male,27,Bachelor,8.63,4,2023,Not Opted,4,Yes,Computer Science,On Campus,0,3,Not Placed
20617,Male,23,Bachelor,7.87,1,2019,Opted,4,Yes,Information Technology,On Campus,428273,1,Placed
20618,Female,27,Bachelor,8.34,3,2018,Not Opted,4,Yes,Electronics,On Campus,513260,0,Placed
20619,Male,24,Bachelor,8.89,0,2018,Not Opted,2,No,Information Technology,Off Campus,353023,2,Placed
20620,Male,28,Master,9.31,2,2018,Opted,2,No,Mechanical,On Campus,559743,0,Placed
20621,Female,27,Master,6.57,1,2020,Not Opted,3,No,Electronics,On Campus,429351,0,Placed
20622,Female,25,Bachelor,7.69,1,2020,Not Opted,3,Yes,Information Technology,Off Campus,516575,0,Placed
20623,Male,27,Bachelor,9.2,1,2021,Opted,3,Yes,Information Technology,On Campus,997163,2,Placed
20624,Female,24,Master,9.95,3,2019,Not Opted,3,Yes,Information Technology,Off Campus,874104,2,Placed
20625,Male,24,Master,9.45,0,2018,Opted,5,Yes,Electrical,Off Campus,525238,1,Placed
20626,Female,26,Master,6.86,4,2018,Not Opted,1,Yes,Computer Science,On Campus,576756,2,Placed
20627,Male,24,Master,5.98,0,2018,Opted,1,No,Civil,On Campus,728222,2,Placed
20628,Female,23,Bachelor,7.45,3,2018,Opted,3,Yes,Electrical,Off Campus,276945,0,Placed
20629,Male,26,Bachelor,8.71,1,2020,Not Opted,3,No,Information Technology,On Campus,975842,1,Placed
20630,Male,25,Bachelor,7.46,2,2023,Opted,0,No,Electrical,Off Campus,0,4,Not Placed
20631,Male,27,Bachelor,7.42,1,2023,Opted,1,Yes,Information Technology,On Campus,820632,2,Placed
20632,Female,27,Bachelor,9.19,4,2021,Not Opted,0,No,Electronics,On Campus,339244,2,Placed
20633,Male,24,Master,6.81,2,2022,Not Opted,0,Yes,Electrical,Off Campus,0,4,Not Placed
20634,Male,27,Bachelor,9.3,1,2019,Opted,4,Yes,Computer Science,On Campus,921673,0,Placed
20635,Female,24,Master,7.03,2,2023,Not Opted,5,No,Computer Science,On Campus,329774,1,Placed
20636,Female,23,Bachelor,6.64,0,2018,Opted,2,Yes,Mechanical,On Campus,481907,0,Placed
20637,Male,26,Bachelor,7.27,3,2023,Opted,1,Yes,Electrical,Off Campus,0,3,Not Placed
20638,Male,21,Bachelor,8.81,1,2021,Not Opted,3,No,Civil,On Campus,689922,2,Placed
20639,Female,27,Bachelor,5.63,4,2022,Not Opted,3,No,Computer Science,Off Campus,0,3,Not Placed
20640,Female,21,Bachelor,5.98,0,2023,Opted,2,No,Computer Science,On Campus,441830,2,Placed
20641,Female,25,Master,9.76,1,2021,Not Opted,1,No,Computer Science,Off Campus,0,3,Not Placed
20642,Female,30,Master,5.88,0,2020,Not Opted,3,No,Electrical,On Campus,0,4,Not Placed
20643,Female,28,Master,7.84,4,2022,Opted,3,No,Information Technology,On Campus,811477,2,Placed
20644,Male,24,Bachelor,,1,2021,Opted,4,Yes,Computer Science,Off Campus,811795,2,Placed
20645,Female,25,Bachelor,7.45,4,2023,Opted,0,Yes,Electrical,On Campus,0,3,Not Placed
20646,Male,24,Master,8.22,2,2020,Opted,3,Yes,Electrical,Off Campus,823536,1,Placed
20647,Male,24,Bachelor,6.15,4,2021,Opted,5,No,Computer Science,On Campus,0,3,Not Placed
20648,Male,27,Bachelor,7.76,2,2021,Opted,1,Yes,Information Technology,Off Campus,893278,2,Placed
20649,Female,24,Master,6.86,1,2023,Not Opted,5,No,Electronics,On Campus,329716,2,Placed
20650,Male,21,Bachelor,8.31,2,2022,Opted,2,Yes,Computer Science,Off Campus,906209,1,Placed
20651,Male,24,Master,5.71,1,2020,Not Opted,4,No,Computer Science,On Campus,361919,0,Placed
20652,Female,27,Bachelor,7.85,1,2018,Not Opted,1,Yes,Information Technology,Off Campus,653925,1,Placed
20653,Male,24,Master,5.93,3,2019,Opted,4,No,Electronics,Off Campus,734968,0,Placed
20654,Male,27,Bachelor,6.39,1,2022,Not Opted,0,No,Electronics,On Campus,837796,2,Placed
20655,Female,25,Bachelor,6.09,2,2020,Opted,3,No,Information Technology,Off Campus,0,4,Not Placed
20656,Male,24,Master,5.91,3,2021,Not Opted,1,No,Computer Science,Off Campus,0,4,Not Placed
20657,Male,24,Bachelor,9.13,3,2020,Opted,2,Yes,Mechanical,On Campus,0,3,Not Placed
20658,Male,22,Bachelor,6.43,1,2019,Opted,0,Yes,Civil,On Campus,311115,1,Placed
20659,Female,24,Master,9.64,4,2023,Opted,0,No,Electrical,On Campus,258914,1,Placed
20660,Female,24,Bachelor,9.85,4,2019,Opted,4,No,Civil,On Campus,0,4,Not Placed
20661,Female,26,Master,7.86,3,2018,Not Opted,0,No,Electrical,On Campus,307255,0,Placed
20662,Male,27,Bachelor,5.72,1,2018,Not Opted,1,Yes,Electronics,On Campus,734637,1,Placed
20663,Male,27,Bachelor,6.87,4,2019,Not Opted,4,No,Information Technology,Off Campus,668295,0,Placed
20664,Female,23,Bachelor,8.99,1,2022,Not Opted,0,No,Information Technology,Off Campus,654036,0,Placed
20665,Male,23,Bachelor,6.84,1,2022,Not Opted,2,Yes,Computer Science,Off Campus,406068,0,Placed
20666,Male,30,Master,5.44,3,2021,Opted,5,No,Electronics,On Campus,752813,0,Placed
20667,Female,26,Bachelor,7.78,3,2018,Opted,1,No,Mechanical,On Campus,0,3,Not Placed
20668,Female,24,Master,9.23,0,2021,Opted,2,Yes,Electrical,Off Campus,0,3,Not Placed
20669,Male,22,Bachelor,8.98,4,2018,Opted,2,No,Information Technology,Off Campus,0,4,Not Placed
20670,Male,27,Bachelor,5.88,4,2019,Opted,4,No,Computer Science,On Campus,0,3,Not Placed
20671,Male,25,Bachelor,8.36,4,2022,Not Opted,3,Yes,Computer Science,Off Campus,226245,1,Placed
20672,Female,21,Bachelor,6.1,2,2022,Opted,4,No,Computer Science,On Campus,0,3,Not Placed
20673,Female,24,Master,6.09,1,2019,Opted,1,Yes,Electrical,On Campus,246659,1,Placed
20674,Female,30,Master,9.37,3,2021,Not Opted,1,No,Mechanical,Off Campus,711765,1,Placed
20675,Female,28,Master,,4,2021,Not Opted,4,No,Computer Science,On Campus,799162,0,Placed
20676,Male,24,Master,6.32,0,2020,Opted,3,No,Computer Science,On Campus,0,4,Not Placed
20677,Female,27,Bachelor,5.0,4,2018,Opted,4,No,Electrical,On Campus,850906,0,Placed
20678,Female,30,Master,9.35,1,2021,Not Opted,1,No,Computer Science,On Campus,800173,0,Placed
20679,Female,24,Master,8.96,1,2019,Opted,3,Yes,Mechanical,Off Campus,0,3,Not Placed
20680,Female,27,Bachelor,,3,2021,Opted,1,No,Information Technology,On Campus,0,3,Not Placed
20681,Female,25,Bachelor,8.75,2,2022,Opted,3,No,Computer Science,On Campus,507157,1,Placed
20682,Male,25,Bachelor,5.76,3,2018,Not Opted,3,Yes,Computer Science,Off Campus,0,3,Not Placed
20683,Male,26,Bachelor,7.29,4,2023,Opted,4,Yes,Computer Science,On Campus,0,3,Not Placed
20684,Female,29,Master,6.76,0,2020,Opted,4,No,Electrical,On Campus,435237,2,Placed
20685,Male,26,Master,5.47,3,2018,Not Opted,4,Yes,Computer Science,Off Campus,507963,1,Placed
20686,Female,27,Bachelor,7.43,2,2022,Not Opted,3,No,Information Technology,Off Campus,282168,1,Placed
20687,Female,27,Bachelor,9.6,3,2022,Not Opted,3,Yes,Information Technology,On Campus,554824,2,Placed
20688,Male,27,Bachelor,5.2,1,2022,Opted,1,Yes,Computer Science,On Campus,556936,1,Placed
20689,Male,24,Master,6.46,4,2022,Not Opted,2,No,Computer Science,Off Campus,0,4,Not Placed
20690,Female,24,Master,6.04,4,2019,Opted,4,Yes,Electrical,On Campus,0,4,Not Placed
20691,Female,27,Bachelor,6.19,4,2020,Not Opted,5,No,Electronics,On Campus,596076,2,Placed
20692,Female,26,Bachelor,9.54,4,2023,Opted,1,Yes,Mechanical,On Campus,0,3,Not Placed
20693,Male,24,Master,7.34,4,2022,Not Opted,1,Yes,Computer Science,Off Campus,0,4,Not Placed
20694,Female,27,Bachelor,7.33,4,2022,Opted,0,Yes,Computer Science,On Campus,692089,2,Placed
20695,Female,27,Bachelor,,0,2021,Opted,4,No,Computer Science,Off Campus,0,4,Not Placed
20696,Female,24,Master,5.77,2,2020,Not Opted,1,No,Information Technology,Off Campus,251986,0,Placed
20697,Male,23,Bachelor,7.44,4,2018,Not Opted,0,Yes,Electrical,Off Campus,485199,2,Placed
20698,Female,25,Master,7.15,2,2020,Opted,5,No,Electronics,Off Campus,628106,1,Placed
20699,Female,25,Bachelor,7.98,4,2020,Not Opted,5,No,Electronics,On Campus,0,4,Not Placed
20700,Male,21,Bachelor,10.0,3,2023,Opted,4,No,Computer Science,Off Campus,753095,1,Placed
20701,Female,28,Master,,4,2020,Not Opted,3,Yes,Information Technology,On Campus,416992,2,Placed
20702,Female,28,Master,6.99,1,2023,Not Opted,0,No,Mechanical,Off Campus,0,4,Not Placed
20703,Male,24,Bachelor,9.14,0,2022,Opted,3,Yes,Information Technology,Off Campus,268625,1,Placed
20704,Female,27,Master,5.85,3,2022,Not Opted,5,Yes,Information Technology,On Campus,0,3,Not Placed
20705,Male,27,Bachelor,5.15,3,2019,Not Opted,5,Yes,Civil,Off Campus,0,3,Not Placed
20706,Male,23,Bachelor,6.02,1,2023,Opted,2,Yes,Electronics,Off Campus,478577,0,Placed
20707,Female,26,Master,6.7,4,2023,Opted,2,Yes,Electronics,On Campus,233282,2,Placed
20708,Female,27,Bachelor,7.55,0,2018,Not Opted,2,No,Computer Science,Off Campus,800807,1,Placed
20709,Female,27,Bachelor,8.08,3,2021,Opted,2,No,Information Technology,Off Campus,964634,0,Placed
20710,Female,29,Master,9.55,0,2020,Not Opted,1,Yes,Computer Science,Off Campus,330843,2,Placed
20711,Male,24,Master,7.55,3,2018,Not Opted,2,No,Electrical,On Campus,0,3,Not Placed
20712,Female,25,Bachelor,7.51,4,2023,Opted,1,No,Computer Science,Off Campus,355205,1,Placed
20713,Male,24,Master,5.25,3,2018,Opted,1,No,Electronics,On Campus,0,4,Not Placed
20714,Female,28,Master,,3,2019,Opted,4,No,Electronics,On Campus,0,3,Not Placed
20715,Female,24,Master,7.76,2,2021,Opted,1,No,Electrical,On Campus,0,4,Not Placed
20716,Female,29,Master,7.19,4,2023,Opted,1,No,Computer Science,Off Campus,0,4,Not Placed
20717,Male,26,Bachelor,9.2,1,2023,Opted,2,No,Computer Science,Off Campus,591374,1,Placed
20718,Female,24,Bachelor,5.8,1,2020,Not Opted,1,Yes,Electronics,Off Campus,790238,1,Placed
20719,Female,27,Bachelor,5.12,4,2021,Not Opted,3,Yes,Electrical,Off Campus,0,4,Not Placed
20720,Female,25,Master,7.25,1,2019,Opted,2,Yes,Electronics,On Campus,264873,0,Placed
20721,Female,25,Master,6.19,4,2022,Not Opted,0,No,Information Technology,On Campus,0,4,Not Placed
20722,Male,25,Master,5.25,1,2018,Not Opted,2,No,Electrical,Off Campus,0,4,Not Placed
20723,Female,24,Master,8.62,2,2020,Not Opted,1,Yes,Electronics,Off Campus,942138,1,Placed
20724,Male,24,Master,,1,2023,Not Opted,3,No,Information Technology,On Campus,393074,2,Placed
20725,Male,28,Master,8.04,3,2022,Opted,2,No,Electrical,Off Campus,0,3,Not Placed
20726,Male,28,Master,6.41,4,2019,Not Opted,3,Yes,Electronics,Off Campus,893739,1,Placed
20727,Male,26,Bachelor,5.87,0,2021,Not Opted,0,Yes,Computer Science,Off Campus,739519,0,Placed
20728,Male,24,Bachelor,6.9,0,2018,Opted,5,Yes,Computer Science,Off Campus,0,3,Not Placed
20729,Male,24,Master,9.01,4,2020,Opted,0,No,Electrical,Off Campus,765451,1,Placed
20730,Female,24,Master,6.96,2,2023,Opted,5,No,Computer Science,Off Campus,568708,1,Placed
20731,Male,29,Master,8.75,1,2023,Opted,4,No,Electronics,On Campus,978755,2,Placed
20732,Male,25,Bachelor,5.63,2,2022,Not Opted,5,Yes,Electronics,On Campus,779823,0,Placed
20733,Male,24,Bachelor,8.86,0,2022,Opted,4,Yes,Mechanical,On Campus,573096,0,Placed
20734,Female,30,Master,6.18,4,2018,Not Opted,2,No,Electrical,On Campus,377182,1,Placed
20735,Female,24,Master,8.39,4,2021,Not Opted,4,Yes,Computer Science,Off Campus,902338,2,Placed
20736,Male,27,Bachelor,7.83,2,2019,Opted,3,Yes,Computer Science,Off Campus,946178,1,Placed
20737,Female,23,Bachelor,9.65,2,2021,Opted,4,No,Electronics,On Campus,0,4,Not Placed
20738,Male,26,Bachelor,6.94,1,2021,Opted,3,Yes,Computer Science,On Campus,0,4,Not Placed
20739,Male,25,Bachelor,5.33,3,2021,Opted,5,Yes,Electronics,On Campus,748795,2,Placed
20740,Female,25,Master,5.1,3,2018,Opted,5,Yes,Electronics,On Campus,678921,1,Placed
20741,Male,25,Bachelor,9.13,1,2018,Opted,5,No,Information Technology,On Campus,848513,2,Placed
20742,Female,21,Bachelor,7.62,3,2019,Not Opted,4,No,Information Technology,Off Campus,454295,1,Placed
20743,Female,24,Master,8.88,0,2021,Not Opted,5,Yes,Electrical,Off Campus,310282,1,Placed
20744,Male,23,Bachelor,6.17,3,2018,Not Opted,4,No,Mechanical,On Campus,0,4,Not Placed
20745,Male,27,Bachelor,6.73,1,2019,Not Opted,4,No,Computer Science,On Campus,0,3,Not Placed
20746,Female,24,Bachelor,5.15,3,2023,Opted,1,No,Mechanical,Off Campus,532703,0,Placed
20747,Male,25,Master,9.81,4,2019,Opted,1,Yes,Electrical,Off Campus,725270,0,Placed
20748,Male,22,Bachelor,8.34,2,2021,Not Opted,4,No,Civil,Off Campus,410913,2,Placed
20749,Male,28,Master,,0,2020,Not Opted,3,Yes,Computer Science,On Campus,853416,0,Placed
20750,Female,24,Master,6.33,4,2021,Not Opted,2,Yes,Computer Science,Off Campus,0,4,Not Placed
20751,Female,27,Bachelor,8.06,4,2020,Opted,0,No,Electronics,On Campus,0,3,Not Placed
20752,Male,22,Bachelor,8.39,1,2019,Opted,1,Yes,Mechanical,On Campus,385915,1,Placed
20753,Female,27,Bachelor,6.59,2,2023,Opted,4,No,Information Technology,Off Campus,451762,1,Placed
20754,Female,27,Bachelor,9.24,2,2023,Not Opted,0,No,Electronics,Off Campus,0,4,Not Placed
20755,Female,28,Master,9.74,0,2018,Not Opted,1,Yes,Mechanical,Off Campus,282446,0,Placed
20756,Female,22,Bachelor,9.42,1,2023,Opted,2,Yes,Computer Science,On Campus,288567,1,Placed
20757,Female,27,Bachelor,8.7,0,2022,Opted,3,No,Electrical,Off Campus,544994,0,Placed
20758,Male,26,Bachelor,6.39,3,2019,Not Opted,4,No,Mechanical,Off Campus,0,4,Not Placed
20759,Male,24,Master,6.41,4,2018,Not Opted,2,No,Information Technology,On Campus,283866,1,Placed
20760,Male,27,Bachelor,9.82,0,2023,Opted,1,No,Information Technology,Off Campus,916631,2,Placed
20761,Female,24,Bachelor,5.05,4,2019,Not Opted,4,Yes,Electronics,Off Campus,0,3,Not Placed
20762,Female,24,Master,8.58,1,2021,Opted,0,Yes,Information Technology,On Campus,702253,0,Placed
20763,Male,30,Master,8.53,3,2023,Opted,5,Yes,Computer Science,On Campus,865468,0,Placed
20764,Female,27,Bachelor,8.11,1,2020,Not Opted,3,No,Civil,On Campus,793184,0,Placed
20765,Male,27,Bachelor,9.95,3,2019,Not Opted,1,Yes,Electrical,On Campus,373625,0,Placed
20766,Male,22,Bachelor,6.56,3,2018,Not Opted,3,Yes,Electronics,On Campus,0,4,Not Placed
20767,Male,25,Bachelor,6.7,4,2021,Opted,4,Yes,Electronics,Off Campus,0,4,Not Placed
20768,Female,21,Bachelor,5.39,1,2022,Not Opted,5,Yes,Computer Science,Off Campus,0,4,Not Placed
20769,Female,27,Master,7.21,1,2021,Not Opted,2,No,Computer Science,On Campus,0,4,Not Placed
20770,Male,28,Master,6.31,0,2023,Opted,3,Yes,Information Technology,Off Campus,238237,1,Placed
20771,Male,26,Bachelor,6.72,1,2020,Opted,0,Yes,Information Technology,Off Campus,0,4,Not Placed
20772,Male,25,Bachelor,9.17,0,2021,Not Opted,1,Yes,Electrical,On Campus,390375,1,Placed
20773,Male,26,Master,9.68,2,2022,Opted,0,Yes,Electrical,On Campus,265197,2,Placed
20774,Female,22,Bachelor,,2,2018,Opted,3,No,Information Technology,On Campus,0,4,Not Placed
20775,Female,21,Bachelor,6.86,2,2019,Opted,5,No,Computer Science,Off Campus,536837,2,Placed
20776,Male,27,Bachelor,9.64,1,2020,Not Opted,2,Yes,Information Technology,On Campus,0,4,Not Placed
20777,Male,27,Bachelor,5.31,1,2022,Not Opted,2,No,Electrical,Off Campus,499904,2,Placed
20778,Female,27,Bachelor,5.46,0,2023,Opted,0,No,Information Technology,Off Campus,0,3,Not Placed
20779,Female,30,Master,5.81,3,2023,Opted,4,No,Computer Science,Off Campus,589336,2,Placed
20780,Male,22,Bachelor,7.98,0,2023,Opted,4,No,Electrical,Off Campus,651182,1,Placed
20781,Male,22,Bachelor,5.75,2,2020,Not Opted,5,Yes,Computer Science,On Campus,491168,0,Placed
20782,Male,21,Bachelor,9.84,0,2021,Opted,2,No,Information Technology,Off Campus,663539,2,Placed
20783,Female,30,Master,7.23,3,2020,Opted,0,No,Electronics,On Campus,251524,0,Placed
20784,Female,28,Master,7.51,1,2023,Not Opted,0,Yes,Computer Science,Off Campus,0,3,Not Placed
20785,Female,28,Master,6.23,0,2022,Opted,0,Yes,Electrical,On Campus,0,3,Not Placed
20786,Male,24,Master,7.35,2,2019,Not Opted,3,Yes,Information Technology,On Campus,602576,1,Placed
20787,Male,27,Bachelor,8.31,2,2019,Not Opted,5,Yes,Computer Science,On Campus,560372,1,Placed
20788,Female,29,Master,8.76,1,2020,Not Opted,4,No,Computer Science,Off Campus,304755,2,Placed
20789,Female,24,Bachelor,8.77,0,2023,Opted,4,Yes,Mechanical,Off Campus,0,4,Not Placed
20790,Male,21,Bachelor,7.89,3,2018,Opted,3,No,Electrical,Off Campus,0,3,Not Placed
20791,Female,24,Master,9.52,1,2020,Not Opted,1,No,Civil,On Campus,738908,0,Placed
20792,Female,24,Master,9.09,0,2023,Opted,3,Yes,Electrical,Off Campus,0,4,Not Placed
20793,Male,25,Master,8.79,4,2021,Not Opted,5,Yes,Electrical,Off Campus,0,3,Not Placed
20794,Female,25,Master,5.28,2,2019,Opted,0,No,Information Technology,Off Campus,639068,2,Placed
20795,Male,29,Master,5.03,3,2019,Not Opted,3,No,Information Technology,On Campus,0,3,Not Placed
20796,Male,27,Bachelor,6.06,3,2019,Not Opted,0,Yes,Computer Science,Off Campus,962436,1,Placed
20797,Male,24,Master,,3,2018,Opted,5,Yes,Information Technology,Off Campus,209012,0,Placed
20798,Male,24,Master,7.06,2,2023,Opted,5,Yes,Information Technology,On Campus,225823,0,Placed
20799,Male,26,Master,7.01,0,2023,Opted,2,No,Computer Science,On Campus,247027,1,Placed
20800,Male,27,Bachelor,9.42,1,2023,Opted,0,No,Computer Science,On Campus,0,4,Not Placed
20801,Male,24,Master,9.48,0,2023,Not Opted,4,Yes,Computer Science,On Campus,545938,1,Placed
20802,Female,27,Bachelor,9.55,1,2018,Not Opted,3,No,Information Technology,On Campus,342049,0,Placed
